,player_name,player_short_name,player_id,player_birthdate,team_name,team_id,match_name,match_id,match_date,competition_name,competition_id,season_name,season_id,competition_edition_id,position,position_group,minutes_full_all,physical_check_passed,total_distance_full_all,total_metersperminute_full_all,running_distance_full_all,hsr_distance_full_all,hsr_count_full_all,sprint_distance_full_all,sprint_count_full_all,hi_distance_full_all,hi_count_full_all,psv99,medaccel_count_full_all,highaccel_count_full_all,meddecel_count_full_all,highdecel_count_full_all,explacceltohsr_count_full_all,timetohsr,timetohsrpostcod,explacceltosprint_count_full_all,timetosprint,timetosprintpostcod,cod_count_full_all,timeto505around90,timeto505around180
65,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Cienciano,2021805,2025-06-27,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,98.37,True,9689.0,98.5,1328.0,626.0,53.0,233.0,9.0,859.0,62.0,30.2,111.0,9.0,95.0,18.0,4.0,0.76,0.83,0.0,,,23.0,2.5,2.64
66,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v FBC Melgar,2022077,2025-07-02,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,98.03,True,9928.0,101.27,1177.0,588.0,61.0,301.0,18.0,889.0,79.0,29.3,115.0,11.0,94.0,23.0,7.0,0.75,0.75,1.0,1.98,,26.0,3.05,3.14
67,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Social Deportivo Alianza Universidad,2022468,2025-07-13,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,105.85,True,10699.0,101.08,1297.0,589.0,55.0,260.0,12.0,849.0,67.0,29.2,124.0,9.0,100.0,22.0,6.0,0.81,0.81,0.0,,,32.0,2.43,2.93
68,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Sport Boys Association,2022873,2025-07-20,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,99.8,True,9220.0,92.38,991.0,407.0,38.0,115.0,6.0,522.0,44.0,26.8,95.0,7.0,79.0,14.0,7.0,0.81,0.84,2.0,1.73,1.73,32.0,2.2,2.77
69,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,CD Sport Huancayo v ADC Juan Pablo II College,2023998,2025-07-25,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,97.87,True,8757.0,89.48,1026.0,158.0,18.0,36.0,3.0,194.0,21.0,25.8,99.0,5.0,91.0,14.0,0.0,,,0.0,,,18.0,3.3,2.97
70,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Alianza Lima,2024595,2025-08-01,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,100.5,True,10180.0,101.29,1325.0,452.0,43.0,191.0,9.0,643.0,52.0,29.0,111.0,7.0,100.0,16.0,3.0,0.77,0.77,1.0,1.95,1.95,30.0,2.19,2.88
71,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,FBC Melgar v ADC Juan Pablo II College,2025375,2025-08-05,PER - Primera Division,139,2025/2025,128,1089,RCB,Central Defender,100.72,True,9440.0,93.73,950.0,384.0,43.0,258.0,12.0,642.0,55.0,29.7,106.0,6.0,84.0,13.0,4.0,0.83,0.83,3.0,1.64,1.64,27.0,2.34,2.85
72,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Deportivo Binacional,2026684,2025-08-10,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,95.55,True,9670.0,101.2,1161.0,489.0,49.0,212.0,11.0,701.0,60.0,29.2,108.0,10.0,95.0,26.0,8.0,0.73,0.74,1.0,1.33,,25.0,2.63,2.8
73,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,CCyD Universidad Técnica de Cajamarca v ADC Juan Pablo II College,2027535,2025-08-16,PER - Primera Division,139,2025/2025,128,1089,RCB,Central Defender,97.02,True,8792.0,90.62,773.0,287.0,27.0,63.0,3.0,350.0,30.0,30.3,93.0,6.0,80.0,12.0,4.0,0.96,,0.0,,,18.0,2.45,
74,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Sport Huancayo,2027544,2025-02-16,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,50.03,True,5406.0,108.05,804.0,404.0,40.0,147.0,7.0,551.0,47.0,31.7,68.0,4.0,57.0,13.0,4.0,0.8,0.87,0.0,,,15.0,2.86,2.99
75,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Cusco Fútbol Club,2030329,2025-08-22,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,49.25,True,4890.0,99.29,552.0,210.0,26.0,70.0,5.0,280.0,31.0,29.3,54.0,6.0,42.0,13.0,3.0,0.74,0.74,2.0,1.43,1.43,14.0,2.86,2.77
76,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Sporting Cristal,2032496,2025-09-21,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,98.27,True,9772.0,99.44,1147.0,575.0,57.0,218.0,10.0,793.0,67.0,29.1,104.0,12.0,92.0,19.0,6.0,0.63,,1.0,2.44,,23.0,2.15,
77,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,Ayacucho FC v ADC Juan Pablo II College,2033040,2025-09-25,PER - Primera Division,139,2025/2025,128,1089,RCB,Central Defender,89.63,True,8269.0,92.25,783.0,316.0,38.0,171.0,11.0,487.0,49.0,30.2,86.0,7.0,65.0,13.0,6.0,0.81,,4.0,1.38,,12.0,2.75,
78,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Asociación Deportiva Tarma,2034481,2025-09-30,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,88.55,True,8559.0,96.66,938.0,444.0,40.0,142.0,9.0,586.0,49.0,29.5,104.0,6.0,86.0,15.0,3.0,0.69,,0.0,,,27.0,2.95,2.71
79,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Deportivo Garcilaso,2036255,2025-10-13,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,101.78,True,10047.0,98.71,1088.0,439.0,41.0,109.0,9.0,548.0,50.0,26.4,105.0,6.0,92.0,14.0,0.0,,,0.0,,,23.0,2.35,
80,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,CD Los Chankas CYC v ADC Juan Pablo II College,2036909,2025-10-18,PER - Primera Division,139,2025/2025,128,1089,LWB,Full Back,100.08,True,9192.0,91.84,856.0,454.0,46.0,211.0,11.0,665.0,57.0,30.5,96.0,7.0,82.0,15.0,5.0,0.7,0.7,0.0,,,19.0,2.64,3.4
81,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Comerciantes Unidos,2038400,2025-10-24,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,100.38,True,9682.0,96.45,1169.0,510.0,51.0,134.0,10.0,644.0,61.0,27.9,109.0,9.0,89.0,21.0,7.0,0.66,0.66,2.0,1.44,1.59,30.0,2.2,3.34
82,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Atlético Grau,2041499,2025-11-08,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,96.25,True,8846.0,91.91,746.0,439.0,53.0,191.0,10.0,630.0,63.0,29.4,112.0,8.0,88.0,26.0,6.0,0.82,0.86,0.0,,,37.0,2.08,3.04
83,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,Club Social Deportivo Alianza Universidad v ADC Juan Pablo II College,2044987,2025-11-23,PER - Primera Division,139,2025/2025,128,1089,RCB,Central Defender,99.5,True,9690.0,97.39,1048.0,582.0,41.0,136.0,9.0,718.0,50.0,28.3,104.0,7.0,90.0,14.0,6.0,0.66,,2.0,1.27,,18.0,2.32,3.41
84,Tiago Cantoro Armentaño,T. Cantoro,39176,2001-01-06,ADC Juan Pablo II College,4582,Deportivo Binacional v ADC Juan Pablo II College,2006883,2025-03-10,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,66.23,True,6936.0,104.72,921.0,338.0,32.0,80.0,6.0,418.0,38.0,27.2,66.0,5.0,56.0,12.0,3.0,1.01,,2.0,1.79,,16.0,2.35,
85,Tiago Cantoro Armentaño,T. Cantoro,39176,2001-01-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CCyD Universidad Técnica de Cajamarca,2009946,2025-03-30,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,62.18,True,6166.0,99.16,981.0,257.0,31.0,68.0,6.0,325.0,37.0,26.9,85.0,6.0,61.0,12.0,4.0,0.94,0.94,2.0,1.92,,23.0,2.0,
86,Tiago Cantoro Armentaño,T. Cantoro,39176,2001-01-06,ADC Juan Pablo II College,4582,Sporting Cristal v ADC Juan Pablo II College,2014093,2025-04-28,PER - Primera Division,139,2025/2025,128,1089,AM,Midfield,12.15,True,1290.0,106.17,154.0,93.0,8.0,42.0,2.0,135.0,10.0,28.5,15.0,1.0,11.0,1.0,1.0,1.02,1.02,1.0,2.02,2.02,6.0,,2.73
87,Tiago Cantoro Armentaño,T. Cantoro,39176,2001-01-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Ayacucho FC,2015261,2025-05-03,PER - Primera Division,139,2025/2025,128,1089,LW,Wide Attacker,12.2,True,1497.0,122.7,305.0,87.0,8.0,34.0,1.0,121.0,9.0,28.2,18.0,1.0,16.0,3.0,0.0,,,0.0,,,8.0,2.49,3.16
88,Tiago Cantoro Armentaño,T. Cantoro,39176,2001-01-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Sport Huancayo,2027544,2025-02-16,PER - Primera Division,139,2025/2025,128,1089,LM,Midfield,17.08,True,1871.0,109.52,384.0,72.0,7.0,0.0,0.0,72.0,7.0,22.1,17.0,0.0,15.0,2.0,0.0,,,0.0,,,10.0,2.67,
89,Gustavo Ezequiel Machado Ferrando,G. Machado,43589,2001-06-23,ADC Juan Pablo II College,4582,Club Alianza Lima v ADC Juan Pablo II College,2006699,2025-02-22,PER - Primera Division,139,2025/2025,128,1089,LM,Midfield,12.63,True,1629.0,128.94,286.0,90.0,8.0,10.0,1.0,100.0,9.0,25.3,17.0,2.0,15.0,4.0,2.0,0.87,,0.0,,,4.0,2.66,
90,Gustavo Ezequiel Machado Ferrando,G. Machado,43589,2001-06-23,ADC Juan Pablo II College,4582,Deportivo Binacional v ADC Juan Pablo II College,2006883,2025-03-10,PER - Primera Division,139,2025/2025,128,1089,LM,Midfield,21.18,True,2428.0,114.62,330.0,125.0,10.0,63.0,2.0,188.0,12.0,30.4,25.0,2.0,21.0,3.0,2.0,0.8,0.8,1.0,1.36,1.36,7.0,,3.24
91,Gustavo Ezequiel Machado Ferrando,G. Machado,43589,2001-06-23,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CCyD Universidad Técnica de Cajamarca,2009946,2025-03-30,PER - Primera Division,139,2025/2025,128,1089,LM,Midfield,71.8,True,7341.0,102.24,1158.0,404.0,33.0,66.0,3.0,470.0,36.0,28.8,83.0,3.0,67.0,7.0,0.0,,,0.0,,,43.0,2.25,3.22
92,Gustavo Ezequiel Machado Ferrando,G. Machado,43589,2001-06-23,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Alianza Atlético Sullana,2011683,2025-04-12,PER - Primera Division,139,2025/2025,128,1089,LM,Midfield,40.1,True,5265.0,131.3,652.0,150.0,14.0,21.0,1.0,171.0,15.0,26.1,39.0,2.0,34.0,4.0,2.0,1.15,,0.0,,,19.0,,2.59
93,Gustavo Ezequiel Machado Ferrando,G. Machado,43589,2001-06-23,ADC Juan Pablo II College,4582,Sporting Cristal v ADC Juan Pablo II College,2014093,2025-04-28,PER - Primera Division,139,2025/2025,128,1089,RF,Wide Attacker,68.3,True,7582.0,111.01,1280.0,494.0,43.0,149.0,5.0,643.0,48.0,28.3,80.0,6.0,59.0,17.0,4.0,0.95,0.95,0.0,,,34.0,2.43,
94,Gustavo Ezequiel Machado Ferrando,G. Machado,43589,2001-06-23,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Ayacucho FC,2015261,2025-05-03,PER - Primera Division,139,2025/2025,128,1089,RF,Wide Attacker,69.12,True,7508.0,108.63,824.0,438.0,48.0,187.0,9.0,625.0,57.0,30.8,71.0,6.0,57.0,14.0,3.0,0.84,0.86,2.0,1.44,1.44,32.0,,3.01
95,Gustavo Ezequiel Machado Ferrando,G. Machado,43589,2001-06-23,ADC Juan Pablo II College,4582,Asociación Deportiva Tarma v ADC Juan Pablo II College,2016925,2025-05-11,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,34.77,True,3568.0,102.63,660.0,226.0,23.0,60.0,4.0,286.0,27.0,27.0,33.0,3.0,22.0,8.0,3.0,1.26,1.26,0.0,,,9.0,,3.87
96,Gustavo Ezequiel Machado Ferrando,G. Machado,43589,2001-06-23,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Sport Huancayo,2027544,2025-02-16,PER - Primera Division,139,2025/2025,128,1089,RM,Midfield,32.13,True,3623.0,112.75,607.0,137.0,13.0,1.0,0.0,138.0,13.0,23.1,40.0,3.0,27.0,8.0,1.0,1.33,,0.0,,,11.0,2.52,
97,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,Club Alianza Lima v ADC Juan Pablo II College,2006699,2025-02-22,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,24.18,True,2666.0,110.24,441.0,108.0,13.0,18.0,1.0,126.0,14.0,27.4,30.0,3.0,24.0,4.0,2.0,0.89,0.89,0.0,,,15.0,2.49,2.64
98,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,Sport Boys Association v ADC Juan Pablo II College,2006770,2025-02-09,PER - Primera Division,139,2025/2025,128,1089,LW,Wide Attacker,68.15,True,7153.0,104.96,939.0,369.0,38.0,117.0,7.0,486.0,45.0,29.1,77.0,6.0,66.0,19.0,5.0,0.7,0.7,2.0,1.36,1.36,33.0,2.38,2.66
99,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Alianza Atlético Sullana,2011683,2025-04-12,PER - Primera Division,139,2025/2025,128,1089,RF,Wide Attacker,34.52,True,3433.0,99.46,399.0,206.0,28.0,178.0,7.0,384.0,35.0,30.6,36.0,3.0,28.0,9.0,3.0,0.8,0.8,2.0,1.39,1.39,12.0,2.75,
100,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Universitario de Deportes,2017761,2025-05-18,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,15.92,True,1893.0,118.93,255.0,169.0,21.0,95.0,7.0,264.0,28.0,28.3,23.0,2.0,17.0,6.0,2.0,0.82,0.82,0.0,,,9.0,2.05,3.82
101,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,Club Deportivo Garcilaso v ADC Juan Pablo II College,2018679,2025-05-25,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,21.2,True,2240.0,105.66,315.0,157.0,11.0,30.0,3.0,187.0,14.0,26.0,26.0,2.0,21.0,4.0,1.0,0.83,,0.0,,,7.0,2.66,2.64
102,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Los Chankas CYC,2020875,2025-06-14,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,87.1,True,9405.0,107.98,1066.0,660.0,83.0,443.0,22.0,1103.0,105.0,31.0,116.0,7.0,84.0,22.0,7.0,0.83,0.91,4.0,1.46,1.67,38.0,2.13,2.98
103,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,CD Comerciantes Unidos v ADC Juan Pablo II College,2021577,2025-06-22,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,96.13,True,9578.0,99.63,1032.0,474.0,66.0,343.0,19.0,817.0,85.0,32.4,109.0,10.0,90.0,25.0,8.0,0.76,0.81,3.0,1.34,2.21,41.0,2.13,2.68
104,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Cienciano,2021805,2025-06-27,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,89.53,True,8858.0,98.94,984.0,543.0,71.0,352.0,17.0,895.0,88.0,31.1,98.0,12.0,79.0,20.0,8.0,0.62,0.79,3.0,1.04,,47.0,2.05,3.16
105,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v FBC Melgar,2022077,2025-07-02,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,98.03,True,10231.0,104.36,1272.0,824.0,83.0,373.0,23.0,1197.0,106.0,31.3,119.0,11.0,93.0,28.0,9.0,0.73,0.78,7.0,1.32,1.58,50.0,2.37,2.75
106,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Social Deportivo Alianza Universidad,2022468,2025-07-13,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,105.85,True,10768.0,101.73,1298.0,812.0,99.0,562.0,29.0,1374.0,128.0,31.3,104.0,20.0,93.0,30.0,15.0,0.62,0.64,6.0,1.14,1.14,71.0,1.92,2.71
107,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Sport Boys Association,2022873,2025-07-20,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,99.8,True,10118.0,101.38,1156.0,630.0,70.0,327.0,16.0,957.0,86.0,30.6,105.0,11.0,87.0,22.0,7.0,0.67,0.87,4.0,1.41,1.87,55.0,1.93,3.85
108,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,CD Sport Huancayo v ADC Juan Pablo II College,2023998,2025-07-25,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,63.3,True,7327.0,115.75,958.0,377.0,39.0,207.0,9.0,584.0,48.0,30.6,78.0,3.0,66.0,12.0,2.0,1.11,,2.0,2.22,,19.0,,2.87
109,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Alianza Lima,2024595,2025-08-01,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,77.85,True,8363.0,107.42,1175.0,555.0,73.0,274.0,15.0,829.0,88.0,30.5,99.0,13.0,76.0,26.0,12.0,0.74,0.74,5.0,1.42,1.42,51.0,2.22,2.63
110,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,FBC Melgar v ADC Juan Pablo II College,2025375,2025-08-05,PER - Primera Division,139,2025/2025,128,1089,LW,Wide Attacker,21.83,True,2189.0,100.26,315.0,159.0,15.0,23.0,2.0,182.0,17.0,27.4,25.0,2.0,19.0,7.0,2.0,0.63,0.63,0.0,,,13.0,2.38,
111,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Deportivo Binacional,2026684,2025-08-10,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,95.55,True,10352.0,108.34,1280.0,721.0,75.0,317.0,21.0,1038.0,96.0,30.7,104.0,9.0,87.0,25.0,6.0,0.74,,1.0,1.29,,43.0,1.96,2.93
112,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Sport Huancayo,2027544,2025-02-16,PER - Primera Division,139,2025/2025,128,1089,LW,Wide Attacker,32.13,True,3529.0,109.82,460.0,210.0,23.0,117.0,5.0,327.0,28.0,33.1,38.0,3.0,31.0,7.0,3.0,0.58,0.58,2.0,1.08,1.08,21.0,2.0,3.02
113,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Sporting Cristal,2032496,2025-09-21,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,98.27,True,10347.0,105.3,1200.0,490.0,57.0,283.0,14.0,773.0,71.0,32.6,110.0,7.0,86.0,19.0,5.0,0.82,,0.0,,,45.0,2.27,2.56
114,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,Ayacucho FC v ADC Juan Pablo II College,2033040,2025-09-25,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,104.28,True,10652.0,102.14,1143.0,654.0,68.0,306.0,16.0,960.0,84.0,29.5,92.0,9.0,76.0,18.0,9.0,0.72,0.9,4.0,1.3,1.52,39.0,1.78,3.13
115,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Asociación Deportiva Tarma,2034481,2025-09-30,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,69.87,True,7671.0,109.79,1116.0,463.0,50.0,132.0,9.0,595.0,59.0,30.6,73.0,7.0,62.0,14.0,5.0,0.65,0.65,1.0,1.65,,43.0,2.12,2.99
116,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Deportivo Garcilaso,2036255,2025-10-13,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,101.78,True,10707.0,105.19,1412.0,617.0,64.0,205.0,14.0,822.0,78.0,28.1,116.0,11.0,90.0,30.0,9.0,0.74,0.74,1.0,1.97,,42.0,2.28,2.61
117,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,Club Universitario de Deportes v ADC Juan Pablo II College,2036762,2025-10-05,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,71.37,True,8814.0,123.5,1474.0,605.0,46.0,123.0,6.0,728.0,52.0,29.1,82.0,5.0,77.0,8.0,5.0,0.74,0.91,1.0,2.55,2.55,38.0,2.15,
118,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,CD Los Chankas CYC v ADC Juan Pablo II College,2036909,2025-10-18,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,81.9,True,8282.0,101.12,978.0,554.0,57.0,300.0,17.0,854.0,74.0,29.2,94.0,7.0,78.0,16.0,6.0,0.73,0.73,1.0,1.7,,38.0,,2.75
119,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Comerciantes Unidos,2038400,2025-10-24,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,100.38,True,10579.0,105.39,1408.0,495.0,63.0,174.0,12.0,669.0,75.0,28.5,117.0,11.0,103.0,22.0,7.0,0.6,0.6,3.0,1.1,1.1,50.0,1.86,
120,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Atlético Grau,2041499,2025-11-08,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,28.77,True,3007.0,104.53,341.0,273.0,26.0,179.0,8.0,452.0,34.0,30.3,37.0,4.0,27.0,8.0,4.0,0.73,0.94,2.0,1.42,1.88,18.0,2.29,
121,Rely Henry Fernández Manzanares,R. Fernández,44262,1997-11-01,ADC Juan Pablo II College,4582,Club Social Deportivo Alianza Universidad v ADC Juan Pablo II College,2044987,2025-11-23,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,51.32,True,4966.0,96.77,640.0,303.0,36.0,202.0,9.0,505.0,45.0,30.2,57.0,7.0,48.0,15.0,6.0,0.7,0.89,1.0,1.33,,26.0,2.77,2.79
122,Renzo Alfani,R. Alfani,44378,1996-02-18,ADC Juan Pablo II College,4582,Club Alianza Lima v ADC Juan Pablo II College,2006699,2025-02-22,PER - Primera Division,139,2025/2025,128,1089,RCB,Central Defender,100.47,True,9233.0,91.9,869.0,250.0,19.0,34.0,1.0,284.0,20.0,27.7,104.0,4.0,83.0,13.0,1.0,0.98,,0.0,,,12.0,,
123,Renzo Alfani,R. Alfani,44378,1996-02-18,ADC Juan Pablo II College,4582,Sport Boys Association v ADC Juan Pablo II College,2006770,2025-02-09,PER - Primera Division,139,2025/2025,128,1089,RCB,Central Defender,95.33,True,9064.0,95.08,824.0,145.0,19.0,47.0,4.0,192.0,23.0,26.5,100.0,4.0,84.0,9.0,2.0,0.8,,2.0,1.57,,13.0,,3.32
124,Renzo Alfani,R. Alfani,44378,1996-02-18,ADC Juan Pablo II College,4582,Deportivo Binacional v ADC Juan Pablo II College,2006883,2025-03-10,PER - Primera Division,139,2025/2025,128,1089,RCB,Central Defender,96.45,True,8767.0,90.9,773.0,228.0,21.0,28.0,1.0,256.0,22.0,25.5,98.0,6.0,82.0,13.0,4.0,0.7,0.95,0.0,,,17.0,2.19,2.87
125,Renzo Alfani,R. Alfani,44378,1996-02-18,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CCyD Universidad Técnica de Cajamarca,2009946,2025-03-30,PER - Primera Division,139,2025/2025,128,1089,RCB,Central Defender,98.45,True,8502.0,86.36,834.0,177.0,18.0,14.0,1.0,191.0,19.0,25.1,95.0,4.0,74.0,6.0,4.0,0.82,,0.0,,,13.0,2.63,
126,Renzo Alfani,R. Alfani,44378,1996-02-18,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Alianza Atlético Sullana,2011683,2025-04-12,PER - Primera Division,139,2025/2025,128,1089,RCB,Central Defender,97.37,True,8700.0,89.35,725.0,253.0,27.0,63.0,3.0,316.0,30.0,28.3,93.0,8.0,82.0,14.0,3.0,0.91,0.91,0.0,,,22.0,,
127,Renzo Alfani,R. Alfani,44378,1996-02-18,ADC Juan Pablo II College,4582,Sporting Cristal v ADC Juan Pablo II College,2014093,2025-04-28,PER - Primera Division,139,2025/2025,128,1089,RCB,Central Defender,104.37,True,9975.0,95.58,987.0,311.0,30.0,115.0,5.0,426.0,35.0,28.1,95.0,4.0,71.0,9.0,0.0,,,0.0,,,15.0,2.57,
128,Renzo Alfani,R. Alfani,44378,1996-02-18,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Ayacucho FC,2015261,2025-05-03,PER - Primera Division,139,2025/2025,128,1089,RCB,Central Defender,98.63,True,9004.0,91.29,878.0,214.0,20.0,59.0,3.0,273.0,23.0,27.6,89.0,5.0,68.0,8.0,4.0,0.82,0.94,0.0,,,21.0,2.28,3.02
